id,key,u,v
31457,1171943188|1726660162|36745550,1171943188,1726660162
31458,1171943188|1171943288|101501953,1171943188,1171943288
31459,1171943306|1171943237|101501957,1171943306,1171943237
31460,1171943164|1726087922|101501948,1171943164,1726087922
31461,1171943164|1171943334|160363517,1171943164,1171943334
31462,427178618|1171943221|36745550,427178618,1171943221
31463,1171943221|1724801065|36745550,1171943221,1724801065
31464,1171943221|1171943211|101501949,1171943221,1171943211
31465,"776120916|776120942|[904121554, 160620469]",776120916,776120942
31466,3789691600|3789691603|375613614,3789691600,3789691603
31467,"3789691600|10578851479|[36768899, 1264315886, 1264315887]",3789691600,10578851479
31468,427510779|427510781|36768900,427510779,427510781
31469,427510779|427510793|36768901,427510779,427510793
31470,427510871|674128195|53278230,427510871,674128195
31471,674128195|674128205|53278232,674128195,674128205
31472,674128195|674128191|53278230,674128195,674128191
31473,674128203|674128191|53278231,674128203,674128191
31474,"432520139|432519616|[1338636330, 37138420]",432520139,432519616
31475,427728532|671850872|73908331,427728532,671850872
31476,427728532|2234314547|213793066,427728532,2234314547
31477,671850872|669903341|52515025,671850872,669903341
31478,671850872|665792869|73908331,671850872,665792869
31479,427795336|429634495|53769114,427795336,429634495
31480,429634495|678867578|53769114,429634495,678867578
31481,429634495|678867915|53769507,429634495,678867915
31482,678867584|678867915|53769116,678867584,678867915
31483,"436282452|1526908370|[251721475, 37340783]",436282452,1526908370
31484,"428052202|428052209|[36824866, 36824859]",428052202,428052209
31485,428052209|428052217|36824866,428052209,428052217
31486,428052230|428052227|36824870,428052230,428052227
31487,428052230|428052225|36824872,428052230,428052225
31488,520653979|520653955|41999136,520653979,520653955
31489,520653979|520768805|41999144,520653979,520768805
31490,"428052247|428052250|[36824878, 36824879]",428052247,428052250
31491,428052250|3758038503|37852623,428052250,3758038503
31492,3758038503|443932738|37852623,3758038503,443932738
31493,3758038503|3758038620|372259798,3758038503,3758038620
31494,428121534|428121537|36829944,428121534,428121537
31495,428128434|428121537|1343404467,428128434,428121537
31496,428125998|443929496|36829563,428125998,443929496
31497,428125998|428126001|36829563,428125998,428126001
31498,443929496|443929677|37852237,443929496,443929677
31499,443929496|443929484|36829563,443929496,443929484
31500,443929663|2439591736|37852230,443929663,2439591736
31501,443929719|443929720|307925091,443929719,443929720
31502,428156624|428156701|36830041,428156624,428156701
31503,428156624|428156683|37589001,428156624,428156683
31504,428156701|428156699|234923453,428156701,428156699
31505,428156686|2430407398|36831150,428156686,2430407398
31506,428156686|428156691|36831150,428156686,428156691
31507,428156691|428156693|36831146,428156691,428156693
31508,507203660|428285074|36843523,507203660,428285074
31509,507203660|572445387|41462883,507203660,572445387
31510,507203660|2697510671|294921076,507203660,2697510671
31511,443827551|3195667779|364896143,443827551,3195667779
31512,428285074|2697512479|39297693,428285074,2697512479
31513,428285074|2697510671|264075729,428285074,2697510671
31514,2697512479|507205249|39297693,2697512479,507205249
31515,2697512479|2697512471|264075801,2697512479,2697512471
31516,2697510671|2985642750|294921068,2697510671,2985642750
31517,428285078|572440245|37885521,428285078,572440245
31518,428285078|428285079|480908026,428285078,428285079
31519,572440245|3007005339|296893488,572440245,3007005339
31520,"428285079|572449962|[1394937853, 1394937855]",428285079,572449962
31521,428285079|428285080|1394937855,428285079,428285080
31522,582653912|3884058753|46650366,582653912,3884058753
31523,582653912|428489467|46650367,582653912,428489467
31524,428489467|428489498|1304419811,428489467,428489498
31525,428489498|428489545|1304419811,428489498,428489545
31526,428489498|2149242733|204946961,428489498,2149242733
31527,428489545|428489530|36855305,428489545,428489530
31528,428489545|428489548|36855307,428489545,428489548
31529,428489530|428489584|36855305,428489530,428489584
31530,428489530|3917563739|37229794,428489530,3917563739
31531,428489548|2149242743|204946968,428489548,2149242743
31532,428585896|428585888|36860951,428585896,428585888
31533,428585896|4152296201|36860952,428585896,4152296201
31534,428585896|428585918|36860955,428585896,428585918
31535,790876134|428585918|36860957,790876134,428585918
31536,790876134|790876142|64971871,790876134,790876142
31537,428585888|1066639626|36860957,428585888,1066639626
31538,428585888|428585921|36860957,428585888,428585921
31539,1066639626|599821010|36860957,1066639626,599821010
31540,1066639626|1066644053|91791190,1066639626,1066644053
31541,428585921|428585918|36860957,428585921,428585918
31542,428585921|428585938|36860958,428585921,428585938
31543,428586981|715803007|50219297,428586981,715803007
31544,715803007|715802959|50219297,715803007,715802959
31545,715803007|715803014|57732236,715803007,715803014
31546,"428683157|432485402|[1273064626, 38069797]",428683157,432485402
31547,"432485402|442054039|[223730312, 223730313, 1057982673, 1057982674, 37699100, 37699101, 37698815]",432485402,442054039
31548,428872673|1496404854|29456826,428872673,1496404854
31549,"428872673|428876054|[36887115, 1288916492]",428872673,428876054
31550,428876682|1496404865|36887153,428876682,1496404865
31551,678867578|678867581|53769115,678867578,678867581
31552,678867578|678867580|53769115,678867578,678867580
31553,678867915|678867581|53769116,678867915,678867581
31554,429901293|430943137|23142619,429901293,430943137
31555,430943137|511076152|23142619,430943137,511076152
31556,"430943137|12752036087|[35731624, 1377189093]",430943137,12752036087
31557,429901984|429901898|36971715,429901984,429901898
31558,12507220871|433916775|37016905,12507220871,433916775
31559,430602159|695616195|55364274,430602159,695616195
31560,430602159|1143981969|1349813151,430602159,1143981969
31561,1143981969|1143982057|98884917,1143981969,1143982057
31562,430605423|430605432|230135378,430605423,430605432
31563,430605432|430605443|37025102,430605432,430605443
31564,430605432|553084582|43707191,430605432,553084582
31565,430605443|430605451|37025102,430605443,430605451
31566,430605443|553084582|43707200,430605443,553084582
31567,553084582|553084602|43707191,553084582,553084602
31568,9652248395|9652248365|23627907,9652248395,9652248365
31569,"430613975|430613978|[37026410, 293293578]",430613975,430613978
31570,430613978|430613979|293293578,430613978,430613979
31571,430613979|430613984|37026413,430613979,430613984
31572,430910044|3385077013|38754416,430910044,3385077013
31573,430910044|459510969|37051128,430910044,459510969
31574,3385077013|459511141|38754416,3385077013,459511141
31575,430921379|13002574474|806403751,430921379,13002574474
31576,430921379|3414211464|37052071,430921379,3414211464
31577,13002574474|12817499987|334305477,13002574474,12817499987
31578,430935229|3384163316|37053603,430935229,3384163316
31579,3384163316|430936131|37053603,3384163316,430936131
31580,430936856|1828045732|37053855,430936856,1828045732
31581,430937947|430938090|37053933,430937947,430938090
31582,430938090|430938477|37053996,430938090,430938477
31583,430938090|430938091|37053933,430938090,430938091
31584,511076152|511076104|41627187,511076152,511076104
31585,511076152|511076456|41627187,511076152,511076456
31586,430950154|430950155|37055068,430950154,430950155
31587,430950155|3016742321|1084450961,430950155,3016742321
31588,3016742321|3016742119|297774951,3016742321,3016742119
31589,431219063|431219370|37078538,431219063,431219370
31590,431219063|4233362560|194085241,431219063,4233362560
31591,431219370|2577286286|36817476,431219370,2577286286
31592,1804496041|1010823283|35301736,1804496041,1010823283
31593,1804496041|1804495814|169284049,1804496041,1804495814
31594,569758385|569758378|37103125,569758385,569758378
31595,569758385|1804495814|44932750,569758385,1804495814
31596,832461616|832461613|69558543,832461616,832461613
31597,832461616|832461619|70169982,832461616,832461619
31598,431507211|431507214|37104528,431507211,431507214
31599,431507264|431507263|37195598,431507264,431507263
31600,431507263|431507261|37104532,431507263,431507261
31601,431551418|483695196|40166173,431551418,483695196
31602,472388957|483695109|40166080,472388957,483695109
31603,472388957|2091330447|173593658,472388957,2091330447
31604,483695196|4584501550|40166057,483695196,4584501550
31605,483695196|483695255|40166173,483695196,483695255
31606,431551429|431551430|37108012,431551429,431551430
31607,431551429|431551433|173593660,431551429,431551433
31608,431551430|431551433|37108012,431551430,431551433
31609,431551430|4584501548|269170900,431551430,4584501548
31610,431551430|3484744542|269170900,431551430,3484744542
31611,431551433|2744612946|173593660,431551433,2744612946
31612,13282996647|4342181618|1447696023,13282996647,4342181618
31613,431551482|939868816|173593654,431551482,939868816
31614,939868816|1843794319|173593640,939868816,1843794319
31615,939868816|939868814|80564941,939868816,939868814
31616,939868813|4584501526|37108021,939868813,4584501526
31617,939868813|939868814|80564941,939868813,939868814
31618,4584501586|4584501586|37108019,4584501586,4584501586
31619,11694501339|472388930|24423896,11694501339,472388930
31620,11694501339|1843794295|39437286,11694501339,1843794295
31621,861020020|861020104|72525647,861020020,861020104
31622,861020020|863869732|37112273,861020020,863869732
31623,861020020|861020293|72764910,861020020,861020293
31624,620079312|600423230|44053877,620079312,600423230
31625,863869732|863869691|72764900,863869732,863869691
31626,431620475|856493659|37118431,431620475,856493659
31627,431620475|431620491|73733015,431620475,431620491
31628,856493659|856493643|72042546,856493659,856493643
31629,"856493659|563260340|[46727464, 570407946, 73733006, 304257703]",856493659,563260340
31630,431620491|535363336|35277803,431620491,535363336
31631,431620491|534851424|37115438,431620491,534851424
31632,558344758|497382673|37116093,558344758,497382673
31633,"558344758|863810398|[43906370, 1089648701]",558344758,863810398
31634,535363336|535376310|35277803,535363336,535376310
31635,535363336|3296914779|42809843,535363336,3296914779
31636,534851424|497382673|40876102,534851424,497382673
31637,534851424|560021893|42775294,534851424,560021893
31638,431620501|431620506|37112278,431620501,431620506
31639,431620501|431620505|37115132,431620501,431620505
31640,431620505|431620509|37112279,431620505,431620509
31641,"431620505|431620511|[328675681, 37115133]",431620505,431620511
31642,431620509|431620507|37112279,431620509,431620507
31643,"431620511|474779383|[68906560, 68906541]",431620511,474779383
31644,"431620511|6508462190|[693274376, 1467315410]",431620511,6508462190
31645,431620507|560021965|108478927,431620507,560021965
31646,560021965|618597220|44053892,560021965,618597220
31647,431874643|559772974|37118894,431874643,559772974
31648,431874643|3880911277|37118894,431874643,3880911277
31649,559772974|559772975|1059545247,559772974,559772975
31650,3880911277|431874678|37118894,3880911277,431874678
31651,431874660|431874706|37118895,431874660,431874706
31652,431874660|431874717|37118895,431874660,431874717
31653,431874706|431874678|37118895,431874706,431874678
31654,431874678|431874717|37118895,431874678,431874717
31655,436883422|1756317827|163975831,436883422,1756317827
31656,436883422|1756317748|1233537672,436883422,1756317748
31657,1837678614|2833539235|5126258,1837678614,2833539235
31658,442054039|442054056|37698810,442054039,442054056
31659,442054039|568451878|39185065,442054039,568451878
31660,432519094|1716937246|42322261,432519094,1716937246
31661,432519094|528182245|159748324,432519094,528182245
31662,432519614|432519616|1338636329,432519614,432519616
31663,432519616|2037207112|334464888,432519616,2037207112
31664,"432519616|432519618|[1338636328, 1366518304]",432519616,432519618
31665,3166373333|3166373335|311092465,3166373333,3166373335
31666,"8869699274|6778107482|[25575144, 482299773]",8869699274,6778107482
31667,433416029|433416030|37216507,433416029,433416030
31668,433935164|3851867195|37248169,433935164,3851867195
31669,"3851867195|568013365|[37248169, 1007137884]",3851867195,568013365
31670,3851867195|568013367|44795144,3851867195,568013367
31671,"434422334|438043332|[37386664, 1189965081, 1280862869, 317012391]",434422334,438043332
31672,434493193|434493212|37290304,434493193,434493212
31673,"2836499881|2836499883|[1430506860, 1193292269]",2836499881,2836499883
31674,434493224|434493229|37290306,434493224,434493229
31675,434493224|434493237|37290306,434493224,434493237
31676,434493224|434493242|334298512,434493224,434493242
31677,"434493229|2836499883|[37290305, 1193292270]",434493229,2836499883
31678,434493237|434493242|37290307,434493237,434493242
31679,"434493237|2836499892|[1193292265, 334298510]",434493237,2836499892
31680,2836499883|1929438653|204238403,2836499883,1929438653
31681,434493236|434493255|30187077,434493236,434493255
31682,434493236|434493245|30187077,434493236,434493245
31683,434493236|2061056263|334298510,434493236,2061056263
31684,434493236|2836499892|334298510,434493236,2836499892
31685,434493255|434493262|37290311,434493255,434493262
